id,predicted_answer,correct_answer,result,time_cost
36-0010,,D,False,7.4914870262146
36-0011,B,B,True,1.4990317821502686
36-0012,A,D,False,8.207181215286255
36-0013,B,C,False,15.353896379470825
36-0014,A,B,False,1.0012104511260986
36-0015,B,D,False,1.3503668308258057
36-0016,A,A,True,14.255463123321533
36-0017,C,D,False,14.593681812286377
36-0018,A,A,True,14.529501676559448
36-0019,B,B,True,14.284067869186401
36-0020,,D,False,2.4087276458740234
