id,predicted_answer,correct_answer,result,time_cost
42-0020,A,A,True,1.9460837841033936
42-0021,D,B,False,2.5499866008758545
42-0022,B,D,False,5.564626216888428
38-0007,B,B,True,0.8832259178161621
38-0008,A,D,False,0.8843586444854736
38-0009,A,C,False,9.710073709487915
38-0010,A,C,False,1.7593142986297607
38-0011,A,C,False,3.0608980655670166
38-0012,D,B,False,2.9753825664520264
38-0013,A,D,False,3.3127658367156982
38-0014,A,D,False,108.96780633926392
38-0015,D,D,True,5.709046125411987
38-0016,A,A,True,2.2522664070129395
38-0017,A,D,False,4.451754331588745
38-0018,A,C,False,1.9936954975128174
38-0019,B,D,False,3.066822052001953
36-0007,B,B,True,9.260845422744751
36-0008,D,A,False,1.5401968955993652
36-0009,A,A,True,2.2145447731018066
36-0010,A,D,False,1.3215141296386719
36-0011,A,B,False,1.3238158226013184
36-0012,A,D,False,0.6606600284576416
36-0013,A,C,False,1.4136500358581543
36-0014,D,B,False,2.23128604888916
36-0015,D,D,True,1.9752953052520752
36-0016,A,A,True,1.7174243927001953
36-0017,D,D,True,3.6261937618255615
36-0018,A,A,True,3.06531023979187
36-0019,D,B,False,1.6697797775268555
36-0020,A,D,False,1.1016182899475098
